tag with attr="type"	frequency
<subSubSection type="notes on biology">	7
<subSubSection type="notes on classification">	1
<subSubSection type="notes on coloration">	1
<subSubSection type="notes on historical records of this genus">	1
<subSubSection type="notes on larval development">	2
<subSubSection type="notes on morphological variability">	2
<subSubSection type="notes on morphology">	1
<subSubSection type="notes on nomenclature and types">	1
<subSubSection type="notes on species">	1
<subSubSection type="notes on synonym">	8
<subSubSection type="notes on synonyms">	2
<subSubSection type="notes on synonymy">	1
<subSubSection type="notes on taxonomy">	8
<subSubSection type="notes on the ecology">	1
<subSubSection type="notes on the genus">	3
<subSubSection type="notes on the habitat">	1
<subSubSection type="notes on the host">	1
<subSubSection type="notes on the life cycle">	1
<subSubSection type="notes on the male of pogonolaelaps canestrinii (berlese)">	1
<subSubSection type="notes on type locality">	3
<subSubSection type="notes on type">	5
<subSubSection type="notes on types">	18
<subSubSection type="notes on variation">	1
<subSubSection type="notes">	24333
<subSubSection type="notes.">	1
<subSubSection type="notes:">	1
<subSubSection type="notice">	1
<subSubSection type="notochaetae">	1
<subSubSection type="now">	6
<subSubSection type="number of described australian species">	1
<subSubSection type="number of described western hemisphere species">	1
<subSubSection type="number of species in australia">	1
<subSubSection type="number of species">	9
<subSubSection type="nutlet morphology">	1
<subSubSection type="nymph">	4
<subSubSection type="nymphal description">	8
<subSubSection type="observation of live specimens">	1
<subSubSection type="observation">	12
<subSubSection type="observations on defense structures and behaviour">	1
<subSubSection type="observations">	11
<subSubSection type="observed intraspecific variation">	1
<subSubSection type="occurrence in kyrgyzstan">	18
<subSubSection type="occurrence">	6
<subSubSection type="occurrences">	2
<subSubSection type="on the presence of the hepatic spine in b. tanneri">	1
<subSubSection type="on “parectopa” thermopsella (chambers, 1875)">	1
<subSubSection type="online resources">	4
<subSubSection type="onservation status in cameroon">	1
<subSubSection type="onservation status">	1
<subSubSection type="ootheca">	5
<subSubSection type="operculum">	6
<subSubSection type="oral disc">	1
<subSubSection type="origin of japanese name">	2
<subSubSection type="origin of name">	1
<subSubSection type="origin">	20
<subSubSection type="original classification">	76
<subSubSection type="original combination">	4
<subSubSection type="original description of the genus">	4
<subSubSection type="original description of the species">	4
<subSubSection type="original description">	49
<subSubSection type="original diagnosis of the genus">	1
<subSubSection type="original diagnosis">	5
<subSubSection type="original differential diagnosis (pollonera, 1887)">	2
<subSubSection type="original labels">	1
<subSubSection type="original localities">	2
<subSubSection type="original locality">	1
<subSubSection type="original source">	1398
<subSubSection type="original type locality">	1
<subSubSection type="ornamentation of fertile floret on sem">	2
<subSubSection type="ornamentation">	4
<subSubSection type="ossicle morphology of one paratype">	1
<subSubSection type="osteology">	4
<subSubSection type="other (non-type) specimen">	1
<subSubSection type="other adult female paratypes">	1
<subSubSection type="other adult male paratypes">	1
<subSubSection type="other assigned species">	10
<subSubSection type="other australian material examined">	2
<subSubSection type="other castes">	1
<subSubSection type="other cultures examined">	1
<subSubSection type="other examined material">	3
<subSubSection type="other examined materials">	18
<subSubSection type="other examined specimens">	1
<subSubSection type="other genera">	1
<subSubSection type="other host and localities">	30
<subSubSection type="other host plant">	1
<subSubSection type="other host">	4
<subSubSection type="other hosts">	4
<subSubSection type="other included species">	9
<subSubSection type="other instars">	1
<subSubSection type="other localities and habitats">	1
<subSubSection type="other locality and habitat">	1
<subSubSection type="other locality data">	1
<subSubSection type="other locality">	1
<subSubSection type="other materal examined">	1
<subSubSection type="other material (not examined)">	2
<subSubSection type="other material (red sea, saudi arabia)">	1
<subSubSection type="other material examined (non–type)">	1
<subSubSection type="other material examined and distribution">	4
<subSubSection type="other material examined">	210
<subSubSection type="other material examined.">	1
<subSubSection type="other material hitherto assigned to cryptops decoratus">	2
<subSubSection type="other material mentioned in the original description">	1
<subSubSection type="other material studied">	7
<subSubSection type="other material">	286
<subSubSection type="other material: indonesia">	1
<subSubSection type="other materials examined">	2
<subSubSection type="other materials reported">	6
<subSubSection type="other materials">	2
<subSubSection type="other mfaterial examined">	1
<subSubSection type="other museum specimens">	1
<subSubSection type="other natural enemies">	2
<subSubSection type="other paratypes">	6
<subSubSection type="other parts of thorax">	1
<subSubSection type="other records">	1
<subSubSection type="other species included">	12
<subSubSection type="other species studied for comparison">	3
<subSubSection type="other species">	12
<subSubSection type="other specimen examined in vietnam">	1
<subSubSection type="other specimen examined">	22
<subSubSection type="other specimen">	2
<subSubSection type="other specimens considered as this species">	1
<subSubSection type="other specimens examined from the new world">	14
<subSubSection type="other specimens examined">	188
<subSubSection type="other specimens examined. paratypes">	1
<subSubSection type="other specimens examined. peninsular malaysia">	1
<subSubSection type="other specimens studied not regarded as types">	1
<subSubSection type="other specimens studied">	3
<subSubSection type="other specimens">	10
<subSubSection type="other type material">	1
<subSubSection type="other undescribed species of group sibiricus">	1
<subSubSection type="others examined">	1
<subSubSection type="overall distribution">	1
<subSubSection type="overall geographical distribution">	12
<subSubSection type="ovigerous female holotype">	2
<subSubSection type="ovigerous female">	1
<subSubSection type="ovigerous females">	1
<subSubSection type="oviparous female">	1
<subSubSection type="oviposition behaviour">	5
<subSubSection type="oviposition">	1
<subSubSection type="ovipositor">	1
<subSubSection type="p/e ratio">	4
<subSubSection type="palaechtini brinck, 1948">	1
<subSubSection type="palatine and ectopterygoid">	1
<subSubSection type="pallial cavity">	1
<subSubSection type="palp">	1
<subSubSection type="palynology">	10
<subSubSection type="paralectotype 1 ♀">	1
<subSubSection type="paralectotype 1 ♂">	4
<subSubSection type="paralectotype 2 ♂♂">	1
<subSubSection type="paralectotype labels">	1
<subSubSection type="paralectotype of brochopeltis mjoebergi queenslandica">	1
<subSubSection type="paralectotype">	37
<subSubSection type="paralectotypes of a. nichollsii">	1
<subSubSection type="paralectotypes">	11
<subSubSection type="paralectoype ♀">	1
<subSubSection type="parasites">	2
<subSubSection type="parasitism of m. bulbillosum towards h. filipjevi">	1
<subSubSection type="parasitoids">	15
<subSubSection type="paratayes">	1
<subSubSection type="parataypes">	1
<subSubSection type="paratopotype">	4
<subSubSection type="paratopotypes (11 specimens)">	1
<subSubSection type="paratopotypes">	10
<subSubSection type="paratyp">	1
<subSubSection type="paratype 1 ♀">	6
<subSubSection type="paratype 1 ♂">	6
<subSubSection type="paratype 1♀">	2
<subSubSection type="paratype 1♂">	1
<subSubSection type="paratype ergatoid queens">	1
<subSubSection type="paratype female">	1
<subSubSection type="paratype localities">	1
<subSubSection type="paratype male">	2
<subSubSection type="paratype queen">	4
<subSubSection type="paratype variation">	3
<subSubSection type="paratype wokers">	1
<subSubSection type="paratype worker">	1
<subSubSection type="paratype workers">	10
<subSubSection type="paratype ♀">	2
<subSubSection type="paratype ♂">	1
<subSubSection type="paratype">	219
<subSubSection type="paratypes (10)">	1
<subSubSection type="paratypes (24)">	1
<subSubSection type="paratypes (6)">	1
<subSubSection type="paratypes (8)">	1
<subSubSection type="paratypes (in scau)">	1
<subSubSection type="paratypes 14 specimens">	1
<subSubSection type="paratypes 2 ♂♂ and 1 ♀">	1
<subSubSection type="paratypes examined but measurements not included">	1
<subSubSection type="paratypes of euethogonus hardyi">	1
<subSubSection type="paratypes">	1594
<subSubSection type="paratypes:">	1
<subSubSection type="partial modification of the key to old world genera of larrini by bohart and menke (1976), replacing couplet 6">	1
<subSubSection type="partial redescription of adult morphology">	1
<subSubSection type="partial redescription">	1
<subSubSection type="pattern of spination">	1
<subSubSection type="pecimens examined">	2
<subSubSection type="pectoral girdle">	2
<subSubSection type="pedal byssus musculature">	3
<subSubSection type="pedal disc">	1
<subSubSection type="pelvic girdle">	2
<subSubSection type="perennial herbs">	7
<subSubSection type="pereon smooth">	2
<subSubSection type="pericardium">	1
<subSubSection type="petals">	1
<subSubSection type="phenology and anthesis">	2
<subSubSection type="phenology and distribution">	7
<subSubSection type="phenology and habitat preferences">	3
<subSubSection type="phenology and larval ecology">	2
<subSubSection type="phenology">	627
<subSubSection type="phenology.">	4
<subSubSection type="photo of living specimen examined">	1
<subSubSection type="photographic records">	23
<subSubSection type="phragmotic major worker">	1
<subSubSection type="phylogenetic affinities">	2
<subSubSection type="phylogenetic analyses">	2
<subSubSection type="phylogenetic analysis">	6
<subSubSection type="phylogenetic aspects">	1
<subSubSection type="phylogenetic considerations">	4
<subSubSection type="phylogenetic data">	11
<subSubSection type="phylogenetic definition and content">	1
<subSubSection type="phylogenetic definition">	3
<subSubSection type="phylogenetic findings">	1
<subSubSection type="phylogenetic placement and circumscription">	1
<subSubSection type="phylogenetic placement">	6
<subSubSection type="phylogenetic position of n. hakani sp. n. species">	2
<subSubSection type="phylogenetic position">	2
<subSubSection type="phylogenetic relationship">	1
<subSubSection type="phylogenetic relationships and genetic p-distances">	1
<subSubSection type="phylogenetic relationships and monophyly">	1
<subSubSection type="phylogenetic relationships">	48
<subSubSection type="phylogenetics and eco-evolutionary relationships">	1
<subSubSection type="phylogenetics relationships">	1
<subSubSection type="phylogenetics">	1
<subSubSection type="phylogeny and classification">	1
<subSubSection type="phylogeny">	11
<subSubSection type="phytogeography">	2
<subSubSection type="pileipellis">	2
<subSubSection type="placement in genus">	1
<subSubSection type="planidium">	1
<subSubSection type="plant associations">	1
<subSubSection type="plants associations">	2
<subSubSection type="ploidy level analysis">	1
<subSubSection type="ploidy">	1
<subSubSection type="pollen fertility">	1
<subSubSection type="pollen host preferences">	3
<subSubSection type="pollen morphology and dimorphism">	1
<subSubSection type="pollen morphology">	3
<subSubSection type="pollen shape">	4
<subSubSection type="pollen">	3
<subSubSection type="pollination">	1
<subSubSection type="polychromatism">	1
<subSubSection type="population assessment">	2
<subSubSection type="population genetic structure">	1
<subSubSection type="portion of the key to korean species of euporizon">	1
<subSubSection type="portion of the key to north american species of phradis">	1
<subSubSection type="position in mtdna phylogeny and sequence divergence">	1
<subSubSection type="possible material">	1
<subSubSection type="possible paralectotype">	2
<subSubSection type="possible sibling species from venezuela">	1
<subSubSection type="possible syntype">	1
<subSubSection type="possible syntypes">	1
<subSubSection type="postcranial skeleton">	1
<subSubSection type="postorbital">	1
<subSubSection type="predentary">	2
<subSubSection type="preimaginal instars">	1
<subSubSection type="preimaginal stages">	1
<subSubSection type="preliminary conservation assessment">	8
<subSubSection type="preliminary conservation status (iucn 2013)">	1
<subSubSection type="preliminary conservation status (iucn 2014)">	5
<subSubSection type="preliminary conservation status of iucn">	4
<subSubSection type="preliminary conservation status">	133
<subSubSection type="preliminary iucn assesment">	1
<subSubSection type="preliminary iucn assessment">	5
<subSubSection type="preliminary iucn conservation status">	7
<subSubSection type="preliminary remarks">	2
<subSubSection type="premaxilla">	3
<subSubSection type="premaxillary teeth">	5
<subSubSection type="prepupa">	2
<subSubSection type="presence/absence of eyespots">	1
<subSubSection type="present name">	43
<subSubSection type="present study">	23
<subSubSection type="preservation status">	3
<subSubSection type="preservation">	4
<subSubSection type="preserved coloration">	1
<subSubSection type="preserved colouration">	4
<subSubSection type="preserved specimens">	1
<subSubSection type="prevalence and intensity of infection">	1
<subSubSection type="prevalence and mean intensity">	33
<subSubSection type="prevalence of host species and parasitism rate">	1
<subSubSection type="prevalence">	7
<subSubSection type="previoulys known distribution of the genus">	1
<subSubSection type="previous known distribution">	1
<subSubSection type="previous records from egypt">	1
<subSubSection type="previous records from saudi arabia">	1
<subSubSection type="previous records">	5
<subSubSection type="previous report">	1
<subSubSection type="previous reports">	4
<subSubSection type="previously known distribution of mitobatula castanea roewer, 1931">	1
<subSubSection type="previously known distribution of planiphalangodus robustus roewer, 1929">	1
<subSubSection type="previously known distribution of the genus">	3
<subSubSection type="previously known distribution">	10
<subSubSection type="prey in sindh">	1
<subSubSection type="prey">	46
<subSubSection type="preys">	14
<subSubSection type="primary conservation assessment">	1
<subSubSection type="probable host">	1
<subSubSection type="proposed common name">	1
<subSubSection type="proposed common names">	1
<subSubSection type="proposed conservation status">	3
<subSubSection type="proposed english vernacular generic name">	1
<subSubSection type="proposed english vernacular name">	84
<subSubSection type="proposed standard english name">	11
<subSubSection type="proposed standard spanish name">	11
<subSubSection type="proposed turkish name for the new species">	1
<subSubSection type="prothorax">	1
<subSubSection type="protonymph">	2
<subSubSection type="provenance of material examined by richards (1962)">	3
<subSubSection type="provenance of material examined by richards (1962).">	1
<subSubSection type="provenance of previously examined specimens as recorded in abbreviated form in gess and gess (2003)">	1
<subSubSection type="provenance of previously examined specimens">	1
<subSubSection type="provenance of specimens examined by richards (1962).">	1
<subSubSection type="provisional conservation status">	4
<subSubSection type="provisional regional conservation status">	1
<subSubSection type="published greater antillean records">	2
<subSubSection type="published korean records">	6
<subSubSection type="published records for korean peninsula">	1
<subSubSection type="published records from the caribbean">	1
<subSubSection type="published records">	133
<subSubSection type="published south korean record">	2
<subSubSection type="published south korean records">	5
<subSubSection type="pulchripennis species group taxa">	1
<subSubSection type="pupa">	16
<subSubSection type="putative autapomorphies and potentially related genera">	17
<subSubSection type="putative autapomorphies">	1
<subSubSection type="putative hybrids">	1
<subSubSection type="putative synapomorphies">	1
<subSubSection type="pyrenean and cantabrian dna barcode clade">	1
<subSubSection type="quadratojugal and quadrate">	1
<subSubSection type="queen and male">	3
<subSubSection type="queen description">	40
<subSubSection type="queen diagnosis">	1
<subSubSection type="queen measurements">	8
<subSubSection type="queen">	20
<subSubSection type="queen, male and intermediate">	1
<subSubSection type="radula">	17
<subSubSection type="range">	548
<subSubSection type="ratios">	5
<subSubSection type="ray anatomy">	1
<subSubSection type="rdna sequence analysis">	1
<subSubSection type="re-description of syntype zmh c2396">	1
<subSubSection type="re-description of the lectotype, smf 1279">	1
<subSubSection type="re-description">	29
<subSubSection type="re-diagnosis">	1
<subSubSection type="reared from wild-caught caterpillars feeding on foliage of zizyphus guatemalensis (rhamnaceae)">	1
<subSubSection type="rearing notes">	29
<subSubSection type="reassigned to the species">	2
<subSubSection type="recent and fossil distribution">	1
<subSubSection type="recent collections and localities">	1
<subSubSection type="recent">	1
<subSubSection type="recognition and comparisons">	1
<subSubSection type="recognition and discussion">	2
<subSubSection type="recognition from sympatric genera">	1
<subSubSection type="recognition of taiwanese species of amphimenes">	1
<subSubSection type="recognition of taiwanese species of catascopus">	1
<subSubSection type="recognition of taiwanese species of coptoderina">	1
<subSubSection type="recognition of taiwanese species of dolichoctis">	1
<subSubSection type="recognition of taiwanese species of formosiella">	1
<subSubSection type="recognition of taiwanese species of mochtherus">	1
<subSubSection type="recognition">	150
<subSubSection type="recognition.">	3
<subSubSection type="recommendations for field collectors">	1
<subSubSection type="recommended areas for further exploration">	1
<subSubSection type="recommended vernacular name">	1
<subSubSection type="record examined">	1
<subSubSection type="record from bright (1981)">	3
<subSubSection type="record from china">	3
<subSubSection type="record from laos">	1
<subSubSection type="record from myanmar">	1
<subSubSection type="record from paquin and dupérré (2001)">	1
<subSubSection type="record in iran">	5
<subSubSection type="record">	7
<subSubSection type="recorded distribution in turkey for c. atra">	1
<subSubSection type="recorded distribution in turkey for c. platyptera">	1
<subSubSection type="recorded stratigraphic range">	9
<subSubSection type="recorded temporal range">	9
<subSubSection type="records examined">	194
<subSubSection type="records for the area">	7
<subSubSection type="records from bright (1981)">	10
<subSubSection type="records from china">	1
<subSubSection type="records from crimea">	7
<subSubSection type="records from indonesia">	1
<subSubSection type="records from iran">	62
<subSubSection type="records from laos">	1
<subSubSection type="records from myanmar">	2
<subSubSection type="records from paquin and dupérré (2001)">	3
<subSubSection type="records from vietnam">	1
<subSubSection type="records in iran">	7
<subSubSection type="records which need re-confirmation">	1
<subSubSection type="records">	2775
<subSubSection type="red list status">	52
<subSubSection type="redefinition of the genus">	1
<subSubSection type="redefinition">	2
<subSubSection type="redescription (based on lectotype)">	1
<subSubSection type="redescription based on holotype">	1
<subSubSection type="redescription based on korean specimen">	8
<subSubSection type="redescription based on korean specimens">	4
<subSubSection type="redescription based on the bulgarian specimens">	1
<subSubSection type="redescription crisostomella">	1
<subSubSection type="redescription for the genus">	1
<subSubSection type="redescription of adults">	2
<subSubSection type="redescription of female exemplar">	4
<subSubSection type="redescription of female">	1
<subSubSection type="redescription of lectotype">	1
<subSubSection type="redescription of male and female terminalia">	1
<subSubSection type="redescription of male exemplar">	12
<subSubSection type="redescription of male holotype">	1
<subSubSection type="redescription of species">	1
<subSubSection type="redescription of the genus">	2
<subSubSection type="redescription of the male">	2
<subSubSection type="redescription – female">	7
<subSubSection type="redescription">	816
<subSubSection type="rediagnosis">	4
<subSubSection type="redscription">	1
<subSubSection type="reexamined type-material">	5
<subSubSection type="ref-group">	1
<subSubSection type="refGroup">	7
<subSubSection type="ref_group">	3
<subSubSection type="reference phylogeny">	6
<subSubSection type="reference sequence">	1
<subSubSection type="reference sequences">	12
<subSubSection type="reference">	696
<subSubSection type="referenceGroup">	10
<subSubSection type="reference_Group">	2
<subSubSection type="reference_group">	121168
<subSubSection type="references">	1272
<subSubSection type="referred material">	13
<subSubSection type="referred specimen">	2
<subSubSection type="referred specimens (16)">	1
<subSubSection type="referred specimens (22)">	1
<subSubSection type="referred specimens (283)">	1
<subSubSection type="referred specimens (4)">	1
<subSubSection type="referred specimens">	19
<subSubSection type="region">	27
<subSubSection type="regions recorded in this study">	2
<subSubSection type="registration">	3
<subSubSection type="rejected records from iran">	2
<subSubSection type="rejected records">	3
<subSubSection type="related species">	3
<subSubSection type="related taxa">	1
<subSubSection type="relation to host">	36
<subSubSection type="relation to the host plant">	19
<subSubSection type="relationship to host">	2
<subSubSection type="relationship to other bembidion">	1
<subSubSection type="relationship to other phycine genera">	1
<subSubSection type="relationship to other species">	5
<subSubSection type="relationship">	1
<subSubSection type="relationships among species">	1
<subSubSection type="relationships and recognition">	2
<subSubSection type="relationships">	138
<subSubSection type="relationships.">	1
<subSubSection type="remaks">	2
<subSubSection type="remark and differential diagnosis">	1
<subSubSection type="remark">	97
<subSubSection type="remarks and comparison">	1
<subSubSection type="remarks and differential diagnosis">	5
<subSubSection type="remarks and discussion">	5
<subSubSection type="remarks and genetic data">	1
<subSubSection type="remarks on biology">	2
<subSubSection type="remarks on distribution records">	1
<subSubSection type="remarks on distribution">	5
<subSubSection type="remarks on juveniles">	1
<subSubSection type="remarks on larval morphology">	1
<subSubSection type="remarks on misidentifications">	1
<subSubSection type="remarks on nomenclatural change">	4
<subSubSection type="remarks on paratypes">	1
<subSubSection type="remarks">	11834
<subSubSection type="remarks.">	8
<subSubSection type="remarks/distribution">	1
<subSubSection type="removed from chresonymy">	1
<subSubSection type="removed from the species">	8
<subSubSection type="replaced name">	5
<subSubSection type="replaced synonym">	1
<subSubSection type="replacement name">	4
<subSubSection type="report hosts">	2
<subSubSection type="reported hosts">	3
<subSubSection type="repository">	4
<subSubSection type="representation specimens">	1
<subSubSection type="representative dna sequence">	6
<subSubSection type="representative specimen">	2
<subSubSection type="representative specimens examined">	3
<subSubSection type="representative specimens">	38
<subSubSection type="representative specimens.">	3
<subSubSection type="representatives">	1
<subSubSection type="reproduction and development">	1
<subSubSection type="reproduction patterns and dispersal in nereis species studied">	1
<subSubSection type="reproduction">	4
<subSubSection type="reproductive biology">	2
<subSubSection type="reproductive characters">	2
<subSubSection type="reproductive cycle">	1
<subSubSection type="reproductive features">	1
<subSubSection type="reproductive organs">	1
<subSubSection type="reproductive system">	18
<subSubSection type="rermarks">	1
<subSubSection type="rescription">	1
<subSubSection type="resources">	16
<subSubSection type="restricted synonymy">	1
<subSubSection type="results of phylogenetic species delimitation">	1
<subSubSection type="results">	2
<subSubSection type="review of oreoderus from china">	1
<subSubSection type="reviewed material">	1
<subSubSection type="revised description">	2
<subSubSection type="revised description, male">	3
<subSubSection type="revised diagnosis for the genus">	1
<subSubSection type="revised diagnosis">	43
<subSubSection type="revised generic diagnosis">	1
<subSubSection type="risk statement">	14
<subSubSection type="rocky mountain alpine ecology">	1
<subSubSection type="rocky mountain ecology">	15
<subSubSection type="rocky mountain specimen examined">	1
<subSubSection type="roots, stems and growth forms">	1
<subSubSection type="russia and adjacent countries">	1
<subSubSection type="s. amabilis geographic range">	1
<subSubSection type="s. amabilis notes">	1
<subSubSection type="s. amabilis worker diagnosis">	1
<subSubSection type="s. bondari geographic range">	1
<subSubSection type="s. bondari male">	1
<subSubSection type="s. bondari notes">	1
<subSubSection type="s. bondari worker diagnosis">	1
<subSubSection type="s. lutzi geographic range">	1
<subSubSection type="s. lutzi male">	1
<subSubSection type="s. lutzi notes">	1
<subSubSection type="s. lutzi worker diagnosis">	1
<subSubSection type="s. maravalhas etymology">	1
<subSubSection type="s. maravalhas geographic range">	1
<subSubSection type="s. maravalhas male">	1
<subSubSection type="s. maravalhas notes">	1
<subSubSection type="s. maravalhas worker diagnosis">	1
<subSubSection type="s. mayri geographic range">	1
<subSubSection type="s. mayri notes">	1
<subSubSection type="s. mayri worker diagnosis">	1
<subSubSection type="s. opacus geographic range">	1
<subSubSection type="s. opacus notes">	1
<subSubSection type="s. opacus worker diagnosis">	1
<subSubSection type="s. parvulus geographic range">	1
<subSubSection type="s. parvulus larva">	1
<subSubSection type="s. parvulus male">	1
<subSubSection type="s. parvulus notes">	1
<subSubSection type="s. parvulus worker diagnosis">	1
<subSubSection type="s. radioheadi etymology">	1
<subSubSection type="s. radioheadi geographic range">	1
<subSubSection type="s. radioheadi notes">	1
<subSubSection type="s. radioheadi queen, male, and larva">	1
<subSubSection type="s. radioheadi worker diagnosis">	1
<subSubSection type="s. saramama etymology">	1
<subSubSection type="s. saramama geographic range">	1
<subSubSection type="s. saramama male">	1
<subSubSection type="s. saramama notes">	1
<subSubSection type="s. saramama worker diagnosis">	1
<subSubSection type="s. saussurei geographic range">	1
<subSubSection type="s. saussurei larva">	1
<subSubSection type="s. saussurei notes">	1
<subSubSection type="s. saussurei worker diagnosis">	1
<subSubSection type="s. scrobifer geographic range">	1
<subSubSection type="s. scrobifer notes">	1
<subSubSection type="s. scrobifer queen, male, and larva">	1
<subSubSection type="s. scrobifer worker diagnosis">	1
<subSubSection type="s. str">	1
<subSubSection type="sacral vertebrae">	1
<subSubSection type="scale counts, measurements and proportion indices of the type series">	1
<subSubSection type="scraping record">	2
<subSubSection type="sculpture and color">	3
<subSubSection type="seasonal distribution">	4
<subSubSection type="seasonality">	6
<subSubSection type="second and third instars">	5
<subSubSection type="second instar larva">	1
<subSubSection type="second instar">	4
<subSubSection type="secondary chemistry">	7
<subSubSection type="secondary metabolites">	1
<subSubSection type="secondary phloem anatomy of mcvaughia sergipana">	1
<subSubSection type="secondary sexual characters">	2
<subSubSection type="section">	2
<subSubSection type="seed and pod micro-morphology">	1
<subSubSection type="seed micro-morphology">	1
<subSubSection type="seed micromorphology">	2
<subSubSection type="seed morphology">	1
<subSubSection type="seed testa micro-morphology">	1
<subSubSection type="selected representative specimens examined">	1
<subSubSection type="selected specimens examined">	23
<subSubSection type="selected specimens seen">	4
<subSubSection type="selected specimens studied">	6
<subSubSection type="selected specimens">	1
<subSubSection type="sem observation of acartia">	1
<subSubSection type="sepals">	1
<subSubSection type="sequence and phylogenetic analyses">	5
<subSubSection type="sequence and phylogenetic analysis">	1
<subSubSection type="sequence data">	3
<subSubSection type="sequence">	1
<subSubSection type="sequences analysis">	1
<subSubSection type="sequences and coi genetic distances">	2
<subSubSection type="sequences and phylogenetic analyses">	2
<subSubSection type="sequences">	3
<subSubSection type="setae">	1
<subSubSection type="sex association">	3
<subSubSection type="sexes">	1
<subSubSection type="sexual dimorphism and variability">	1
<subSubSection type="sexual dimorphism and variation within the type series">	1
<subSubSection type="sexual dimorphism of female">	1
<subSubSection type="sexual dimorphism">	56
<subSubSection type="sexual dimorphisms">	1
<subSubSection type="sexual size dimorphism">	2
<subSubSection type="sexuales">	1
<subSubSection type="sexually dimorphic characters">	1
<subSubSection type="sexually dimorphic differences">	4
<subSubSection type="shape">	4
<subSubSection type="shell dimensions">	1
<subSubSection type="shell microstructure">	1
<subSubSection type="shell shape">	3
<subSubSection type="shell">	25
<subSubSection type="short description">	10
<subSubSection type="short diagnosis">	1
<subSubSection type="silk production">	1
<subSubSection type="similar species">	128
<subSubSection type="similar taxa">	1
<subSubSection type="simplified key to the species of the eresus sandaliatus group">	1
<subSubSection type="siscussion">	1
<subSubSection type="site in host">	3
<subSubSection type="site infection">	16
<subSubSection type="site of infection">	20
<subSubSection type="site on host">	1
<subSubSection type="site">	10
<subSubSection type="size and sex">	1
<subSubSection type="size range">	10
<subSubSection type="size">	27
<subSubSection type="skeletal reconstruction">	1
<subSubSection type="skeleton">	1
<subSubSection type="skin texture and skin glands in preservation">	1
<subSubSection type="skin texture and skin glands">	1
<subSubSection type="skull anatomy">	1
<subSubSection type="skull osteology of the holotype">	1
<subSubSection type="skull reconstruction">	4
<subSubSection type="slide-mounted specimens">	2
<subSubSection type="small herb, rhizomatous">	1
<subSubSection type="smaller individuals">	1
<subSubSection type="snails">	1
<subSubSection type="social behaviour">	19
<subSubSection type="soldier">	21
<subSubSection type="song recording">	16
<subSubSection type="speciemens examined">	1
<subSubSection type="species assigned">	5
<subSubSection type="species attribution">	1
<subSubSection type="species comparison">	1
<subSubSection type="species composition and delimitation">	1
<subSubSection type="species composition">	46
<subSubSection type="species concept applied">	40
<subSubSection type="species description">	1
<subSubSection type="species descriptions">	1
<subSubSection type="species diagnosis">	7
<subSubSection type="species diversity">	3
<subSubSection type="species examined">	2
<subSubSection type="species excluded from odontacolus">	1
<subSubSection type="species group placement">	1
<subSubSection type="species groups of otacilia">	1
<subSubSection type="species groups">	7
<subSubSection type="species included (2)">	2
<subSubSection type="species included (5)">	1
<subSubSection type="species included (7)">	1
<subSubSection type="species included">	133
<subSubSection type="species list">	2
<subSubSection type="species of acanthostichus">	1
<subSubSection type="species of aenictogiton">	1
<subSubSection type="species of aenictus">	1
<subSubSection type="species of cerapachys">	1
<subSubSection type="species of cheliomyrmex">	1
<subSubSection type="species of chrysapace">	1
<subSubSection type="species of cylindromyrmex">	1
<subSubSection type="species of dorylus">	1
<subSubSection type="species of eburopone">	1
<subSubSection type="species of eciton">	1
<subSubSection type="species of eusphinctus">	1
<subSubSection type="species of labidus">	1
<subSubSection type="species of leptanilloides">	1
<subSubSection type="species of lioponera">	1
<subSubSection type="species of lividopone">	1
<subSubSection type="species of neivamyrmex">	1
<subSubSection type="species of neocerapachys">	1
<subSubSection type="species of nomamyrmex">	1
<subSubSection type="species of ooceraea">	1
<subSubSection type="species of parasyscia">	1
<subSubSection type="species of praocis incertae sedis">	1
<subSubSection type="species of procerapachys">	1
<subSubSection type="species of simopone">	1
<subSubSection type="species of sphinctomyrmex">	1
<subSubSection type="species of syscia">	1
<subSubSection type="species of tanipone">	1
<subSubSection type="species of vicinopone">	1
<subSubSection type="species of yunodorylus">	1
<subSubSection type="species of zasphinctus">	1
<subSubSection type="species previously included">	2
<subSubSection type="species recognition">	2
<subSubSection type="species relationships">	1
<subSubSection type="species removed from zelus">	2
<subSubSection type="species richness and distribution">	9
<subSubSection type="species richness">	51
<subSubSection type="species specific characters">	2
<subSubSection type="species transferred to zapatella">	1
<subSubSection type="species">	174
<subSubSection type="specific diagnosis">	2
<subSubSection type="specific discussion">	5
<subSubSection type="specific epiphet">	2
<subSubSection type="specific epithet">	35
<subSubSection type="specimen condition">	1
<subSubSection type="specimen data">	131
<subSubSection type="specimen deposited">	1
<subSubSection type="specimen examined">	109
<subSubSection type="specimen information">	1
<subSubSection type="specimen map">	1
<subSubSection type="specimen regions">	1
<subSubSection type="specimen seen">	1
<subSubSection type="specimen with collecting site unknown">	1
<subSubSection type="specimen with uncertain determination">	6
<subSubSection type="specimen with uncertain labelling">	1
<subSubSection type="specimen with uncertain locality">	2
<subSubSection type="specimen with unclear labelling">	3
<subSubSection type="specimen">	2
<subSubSection type="specimens databased from other collections (not examined by us)">	1
<subSubSection type="specimens deposited">	62
<subSubSection type="specimens examined (paratypes)">	1
<subSubSection type="specimens examined [countries of putative native range]">	1
